unique feature count: 2783
feature_name, unique_value, total_count
459171, 15, 22
449174, 3, 22
449176, 7, 22
449177, 4, 22
459166, 4, 22
129064, 3, 22
439019, 18, 22
319172, 16, 22
4641, 21, 22
141, 21, 21
300058, 11, 21
669037, 16, 21
439030, 17, 21
439031, 21, 21
969002, 7, 21
4619, 21, 21
300108, 4, 21
979032, 1, 21
B39001, 21, 21
0126, 9, 20
509038, 1, 20
509039, 1, 20
509040, 2, 20
509041, 2, 20
509042, 1, 20
509043, 1, 20
509044, 1, 20
509045, 1, 20
509046, 1, 20
509047, 1, 20
509048, 1, 20
509049, 1, 20
509050, 1, 20
509051, 2, 20
509052, 1, 20
509053, 1, 20
509054, 1, 20
509055, 1, 20
509056, 2, 20
509057, 1, 20
509058, 2, 20
509060, 2, 20
4296, 2, 20
4297, 1, 20
4298, 1, 20
2279, 4, 20
E59002, 18, 20
909040, 3, 19
319190, 3, 19
319195, 6, 19
319196, 6, 19
319197, 4, 19
319202, 3, 19
319208, 6, 19
319209, 4, 19
300133, 19, 19
069031, 3, 19
069032, 3, 19
069033, 4, 19
069034, 2, 19
069035, 6, 19
300144, 16, 19
Y19004, 19, 19
B401, 8, 19
B402, 10, 19
4696, 4, 19
P19044, 1, 19
P19045, 17, 19
P19046, 17, 19
E19030, 3, 19
E19031, 2, 19
509007, 18, 18
299123, 1, 18
299126, 1, 18
299127, 2, 18
299128, 1, 18
299129, 1, 18
299130, 1, 18
299131, 1, 18
299132, 1, 18
299133, 1, 18
299134, 2, 18
299135, 2, 18
299136, 2, 18
299137, 1, 18
299138, 1, 18
299139, 1, 18
299140, 1, 18
299141, 1, 18
299142, 2, 18
299143, 2, 18
299144, 1, 18
299145, 1, 18
299147, 1, 18
299173, 1, 18
299174, 1, 18
299185, 1, 18
969001, 17, 18
319164, 18, 18
229018, 2, 18
229019, 1, 18
509009, 17, 17
279044, 17, 17
W29001, 17, 17
B701, 2, 17
319166, 16, 17
T99005, 2, 17
T99006, 2, 17
21A061, 1, 17
21A195, 1, 17
21A196, 1, 17
300055, 16, 16
459100, 3, 16
459216, 2, 16
459218, 2, 16
449133, 2, 16
069025, 16, 16
069026, 16, 16
319153, 16, 16
300163, 15, 16
C49002, 15, 16
069024, 13, 16
L19002, 1, 16
L19004, 1, 16
L19005, 1, 16
L19007, 1, 16
I19033, 2, 16
929015, 8, 16
019057, 15, 16
P89002, 16, 16
G99072, 16, 16
669012, 15, 15
669022, 3, 15
30004, 15, 15
1353, 14, 15
319149, 15, 15
319150, 15, 15
319152, 15, 15
319154, 14, 15
319157, 15, 15
319271, 13, 15
21A056, 8, 15
319178, 4, 15
297, 13, 15
2269, 3, 15
369031, 9, 15
E19080, 13, 15
D79001, 2, 15
D79030, 2, 15
G99002, 15, 15
819035, 14, 15
779011, 13, 14
300128, 3, 14
789022, 1, 14
789023, 1, 14
789024, 1, 14
789025, 1, 14
789026, 1, 14
789027, 1, 14
789028, 2, 14
789029, 1, 14
789030, 1, 14
789031, 1, 14
789032, 1, 14
789033, 1, 14
789034, 1, 14
789035, 1, 14
789036, 1, 14
789037, 1, 14
789038, 1, 14
789039, 2, 14
789040, 1, 14
789041, 1, 14
789042, 1, 14
789043, 1, 14
789044, 1, 14
300109, 13, 14
709049, 14, 14
2408, 14, 14
21A098, 4, 14
21A099, 5, 14
21A100, 6, 14
21A101, 4, 14
21A102, 4, 14
21A103, 4, 14
21A106, 6, 14
579010, 2, 14
509065, 13, 14
2811, 2, 14
319272, 14, 14
21A057, 8, 14
3812, 1, 14
069018, 3, 14
4487, 1, 14
019005, 14, 14
019006, 14, 14
319277, 3, 14
269061, 14, 14
859015, 1, 14
859016, 4, 14
C19101, 11, 14
979036, 1, 14
300107, 12, 13
709038, 13, 13
F69020, 12, 13
F69022, 13, 13
F69023, 12, 13
F69024, 13, 13
F69028, 13, 13
F69029, 13, 13
459215, 2, 13
F69006, 13, 13
429173, 1, 13
2429, 7, 13
2431, 12, 13
2432, 7, 13
21A015, 5, 13
319194, 4, 13
929007, 13, 13
I59005, 1, 13
I59006, 1, 13
1839, 13, 13
A403, 2, 13
A404, 1, 13
A405, 2, 13
A406, 1, 13
A407, 1, 13
A408, 2, 13
A409, 2, 13
A410, 1, 13
A414, 2, 13
A59002, 13, 13
069016, 3, 12
F69032, 12, 12
F69034, 12, 12
F69035, 11, 12
459213, 12, 12
3704, 1, 12
1354, 9, 12
1356, 12, 12
1475, 6, 12
319278, 2, 12
229004, 2, 12
909022, 11, 12
T69011, 10, 12
K49025, 3, 12
G99075, 12, 12
G99077, 12, 12
2393, 12, 12
21A194, 1, 12
4309, 6, 11
21A104, 4, 11
529095, 1, 11
459306, 11, 11
459179, 1, 11
4702, 4, 11
319151, 11, 11
1357, 9, 11
1358, 11, 11
I49005, 1, 11
I49018, 2, 11
Q49005, 1, 11
Q49006, 1, 11
Q49009, 1, 11
Q49010, 1, 11
Q49012, 1, 11
Q49013, 1, 11
Q49014, 1, 11
Q49015, 1, 11
Q49017, 1, 11
Q49018, 1, 11
Q49019, 1, 11
Q49020, 2, 11
Q49021, 1, 11
Q49022, 1, 11
Q49023, 1, 11
Q49024, 1, 11
Q49025, 1, 11
Q49026, 1, 11
Q49027, 1, 11
Q49028, 1, 11
Q49029, 1, 11
Q49030, 1, 11
Q49031, 1, 11
559059, 11, 11
899045, 10, 11
2167, 11, 11
579023, 1, 11
989005, 10, 11
989006, 8, 11
989007, 9, 11
729016, 1, 10
729017, 1, 10
729020, 1, 10
659025, 10, 10
459335, 10, 10
300052, 1, 10
579086, 9, 10
459135, 10, 10
2430, 9, 10
300142, 10, 10
161, 10, 10
162, 10, 10
T99008, 1, 10
T99009, 1, 10
T99010, 1, 10
T99011, 1, 10
T99017, 1, 10
T99018, 1, 10
T99020, 1, 10
T99021, 1, 10
T99022, 1, 10
T99023, 1, 10
T99024, 1, 10
T99028, 1, 10
E19024, 2, 10
E19025, 2, 10
E19026, 2, 10
E19027, 2, 10
E19028, 2, 10
E19029, 2, 10
E19032, 2, 10
E19033, 2, 10
E19034, 2, 10
E19035, 2, 10
E19036, 2, 10
E19037, 2, 10
E19038, 2, 10
E19039, 2, 10
E19040, 2, 10
E19041, 2, 10
E19042, 2, 10
E19043, 2, 10
E19044, 2, 10
E19090, 2, 10
E19091, 2, 10
F79004, 10, 10
G99089, 7, 10
G99090, 10, 10
369070, 9, 9
319242, 1, 9
579021, 2, 9
459167, 6, 9
300140, 3, 9
339116, 9, 9
269036, 9, 9
0236, 1, 9
T99003, 1, 9
T99004, 1, 9
T99007, 1, 9
T99012, 1, 9
T99013, 2, 9
T99014, 1, 9
T99015, 1, 9
T99019, 1, 9
T99025, 2, 9
T99026, 1, 9
T99027, 1, 9
S29003, 9, 9
D59066, 1, 9
D59021, 1, 9
21A019, 9, 9
G99078, 6, 9
H39013, 1, 9
G99014, 9, 9
A411, 1, 9
A412, 1, 9
509059, 1, 9
C59032, 1, 9
C59033, 1, 9
C59034, 1, 9
21A193, 1, 9
779037, 8, 8
779038, 6, 8
300041, 3, 8
509002, 8, 8
3438, 4, 8
369105, 2, 8
069014, 5, 8
Y29058, 2, 8
3831, 7, 8
2377, 2, 8
069015, 3, 8
559078, 7, 8
559035, 1, 8
559034, 1, 8
569001, 3, 8
P19009, 8, 8
979082, 5, 8
979083, 8, 8
D59039, 2, 8
D59040, 1, 8
D59041, 1, 8
D59042, 1, 8
D59043, 1, 8
D59044, 1, 8
D59045, 1, 8
D59046, 1, 8
D59047, 2, 8
D59048, 1, 8
D59049, 2, 8
D59050, 1, 8
D59051, 1, 8
D59052, 1, 8
D59053, 1, 8
D59054, 1, 8
D59055, 1, 8
D59056, 1, 8
D59057, 1, 8
D59058, 1, 8
D59059, 2, 8
D59060, 1, 8
D59061, 1, 8
F69025, 7, 8
F69027, 8, 8
F69030, 7, 8
579114, 8, 8
J99003, 8, 8
J99004, 8, 8
A39001, 1, 8
A39002, 1, 8
A39003, 1, 8
019018, 2, 8
759007, 7, 7
609023, 7, 7
609024, 7, 7
609025, 7, 7
609026, 5, 7
319192, 2, 7
319205, 3, 7
319211, 2, 7
156, 6, 7
549005, 6, 7
549006, 7, 7
300061, 4, 7
019020, 5, 7
019014, 2, 7
319155, 6, 7
019029, 5, 7
G59003, 7, 7
159, 7, 7
179182, 1, 7
559162, 7, 7
899062, 3, 7
4488, 2, 7
J99025, 7, 7
J99026, 7, 7
J99027, 7, 7
J99028, 6, 7
J29097, 6, 7
579087, 7, 7
579090, 7, 7
579091, 7, 7
579092, 7, 7
579093, 7, 7
579094, 1, 7
579095, 7, 7
579096, 7, 7
859014, 5, 7
509008, 6, 6
509069, 6, 6
509010, 6, 6
F69021, 6, 6
F69026, 6, 6
669039, 3, 6
459152, 1, 6
459258, 1, 6
459122, 1, 6
459123, 1, 6
459124, 1, 6
459125, 2, 6
459185, 1, 6
459186, 1, 6
459188, 1, 6
459190, 1, 6
459192, 1, 6
459261, 1, 6
459115, 1, 6
459118, 2, 6
459121, 1, 6
459126, 1, 6
459149, 1, 6
459150, 1, 6
459151, 1, 6
319200, 2, 6
319203, 2, 6
2385, 6, 6
179155, 2, 6
179156, 6, 6
179195, 6, 6
179198, 6, 6
179199, 6, 6
179200, 5, 6
179201, 5, 6
179202, 3, 6
179203, 5, 6
179204, 1, 6
179205, 1, 6
439024, 6, 6
179228, 6, 6
319218, 1, 6
319156, 6, 6
269039, 1, 6
P19001, 6, 6
J29050, 6, 6
X19004, 6, 6
3746, 2, 6
J99029, 6, 6
G99064, 4, 6
G99063, 2, 6
G99062, 1, 6
G99061, 2, 6
G99060, 1, 6
J29003, 1, 6
A424, 1, 6
A425, 1, 6
A417, 1, 6
A418, 1, 6
A420, 1, 6
A422, 1, 6
A423, 1, 6
729009, 1, 5
759006, 5, 5
21A010, 3, 5
300090, 3, 5
709060, 1, 5
F69033, 5, 5
459263, 1, 5
459264, 1, 5
459265, 1, 5
459266, 1, 5
459267, 1, 5
459268, 1, 5
459269, 5, 5
459270, 2, 5
459277, 1, 5
7902, 1, 5
459204, 5, 5
459205, 5, 5
069047, 4, 5
179216, 2, 5
069076, 5, 5
21A059, 4, 5
W59001, 5, 5
W69001, 1, 5
21A045, 5, 5
21A047, 5, 5
21A063, 5, 5
T59002, 5, 5
439029, 1, 5
300098, 1, 5
809071, 4, 5
I19028, 5, 5
I19034, 5, 5
I19035, 5, 5
K79001, 3, 5
559160, 5, 5
Q99004, 4, 5
Q99005, 5, 5
Q99007, 5, 5
Q99008, 5, 5
Q99009, 5, 5
Q99010, 5, 5
Q99012, 5, 5
Q99014, 5, 5
Q99015, 5, 5
Q99016, 5, 5
P19008, 1, 5
I59002, 5, 5
E49003, 1, 5
E49004, 1, 5
E49005, 1, 5
E49006, 1, 5
E49007, 1, 5
E49008, 1, 5
E49009, 2, 5
E49010, 1, 5
E49011, 1, 5
E49012, 2, 5
E49013, 1, 5
E49014, 1, 5
E49015, 1, 5
E49016, 1, 5
E49017, 1, 5
E49018, 1, 5
E49019, 1, 5
E49021, 1, 5
E49023, 1, 5
E49024, 1, 5
E49025, 1, 5
E49026, 1, 5
E49027, 1, 5
E49001, 1, 5
E49002, 1, 5
G99085, 5, 5
F29013, 5, 5
229006, 4, 5
G99006, 5, 5
G99003, 5, 5
8201, 1, 5
949005, 3, 5
949006, 5, 5
300082, 4, 4
459307, 2, 4
459326, 2, 4
449163, 1, 4
549011, 1, 4
549012, 2, 4
549013, 2, 4
549014, 1, 4
549015, 1, 4
549016, 2, 4
549017, 1, 4
549018, 1, 4
069053, 4, 4
439022, 4, 4
269069, 4, 4
069058, 4, 4
439033, 1, 4
179173, 4, 4
439012, 3, 4
21A162, 4, 4
299149, 1, 4
319276, 2, 4
21A024, 1, 4
20003, 4, 4
1350, 4, 4
Q99023, 1, 4
179179, 4, 4
559060, 1, 4
559157, 2, 4
559158, 3, 4
559156, 4, 4
21A006, 2, 4
Y29002, 4, 4
S39009, 4, 4
G99029, 1, 4
G99030, 1, 4
579082, 1, 4
I49006, 4, 4
J29054, 4, 4
D59026, 1, 4
G99092, 1, 4
G99073, 4, 4
G99076, 3, 4
G99111, 4, 4
G99110, 2, 4
G99112, 1, 4
J29039, 4, 4
579097, 4, 4
579098, 4, 4
579084, 4, 4
A29007, 4, 4
2985, 4, 4
989092, 1, 4
929013, 4, 4
21A107, 1, 4
21A108, 2, 4
21A163, 2, 4
21A164, 1, 4
21A165, 3, 4
739002, 1, 3
369080, 3, 3
539008, 1, 3
539009, 1, 3
539010, 2, 3
539011, 1, 3
539012, 1, 3
V59001, 3, 3
409001, 1, 3
509061, 2, 3
509062, 2, 3
509063, 2, 3
449152, 3, 3
449162, 2, 3
319177, 2, 3
069045, 3, 3
069051, 2, 3
069052, 3, 3
069054, 3, 3
069055, 3, 3
129028, 3, 3
2173, 3, 3
129014, 3, 3
129049, 3, 3
129050, 3, 3
21A097, 2, 3
1131, 3, 3
019012, 1, 3
069006, 3, 3
969082, 1, 3
370, 3, 3
839006, 3, 3
669011, 3, 3
Q99006, 3, 3
Q99011, 3, 3
300100, 2, 3
P59044, 3, 3
S29004, 3, 3
2984, 3, 3
8002, 1, 3
Q49011, 2, 3
21A007, 1, 3
21A008, 2, 3
Y29005, 3, 3
319161, 3, 3
199115, 3, 3
E99002, 1, 3
529053, 1, 3
G99018, 3, 3
I49011, 1, 3
4967, 2, 3
199107, 3, 3
199108, 3, 3
199109, 3, 3
199110, 3, 3
199111, 3, 3
2265, 3, 3
2264, 2, 3
G99067, 3, 3
2175, 3, 3
579085, 3, 3
579089, 3, 3
949007, 3, 3
819037, 1, 3
809075, 3, 3
809076, 3, 3
809077, 3, 3
A29002, 3, 3
3201, 2, 3
3871, 1, 3
41117, 1, 3
C59002, 3, 3
A49024, 3, 3
2237, 1, 3
2478, 1, 3
779016, 1, 2
300103, 2, 2
729007, 1, 2
729008, 1, 2
459162, 2, 2
459163, 2, 2
459232, 2, 2
459233, 2, 2
B19010, 2, 2
B19009, 2, 2
B19012, 2, 2
21A176, 1, 2
539002, 2, 2
539003, 2, 2
459114, 2, 2
1848, 2, 2
449128, 2, 2
449116, 1, 2
449117, 1, 2
449118, 1, 2
449119, 1, 2
449121, 1, 2
449122, 1, 2
449126, 1, 2
449127, 1, 2
449100, 1, 2
449101, 1, 2
449102, 1, 2
449103, 1, 2
449104, 1, 2
449105, 1, 2
449106, 1, 2
449107, 1, 2
449108, 1, 2
449109, 1, 2
449110, 1, 2
449111, 1, 2
449112, 1, 2
449113, 1, 2
449114, 1, 2
449132, 1, 2
449180, 2, 2
449181, 2, 2
2236, 1, 2
128, 2, 2
339113, 2, 2
459164, 1, 2
299177, 1, 2
299178, 1, 2
300104, 1, 2
159026, 2, 2
069078, 2, 2
069079, 2, 2
069080, 2, 2
069081, 2, 2
069082, 2, 2
069083, 2, 2
069084, 2, 2
069085, 2, 2
069086, 2, 2
069089, 2, 2
069090, 2, 2
069091, 2, 2
439003, 1, 2
21A083, 1, 2
300153, 2, 2
300154, 2, 2
929008, 2, 2
4699, 2, 2
B19013, 2, 2
21A023, 1, 2
Y29021, 2, 2
300094, 2, 2
300095, 2, 2
300096, 2, 2
669013, 2, 2
4518, 1, 2
372, 2, 2
909041, 2, 2
929001, 2, 2
809062, 2, 2
L49005, 2, 2
L49006, 2, 2
L49007, 2, 2
L49008, 2, 2
L49009, 2, 2
369103, 2, 2
019013, 1, 2
559011, 2, 2
Q99003, 2, 2
Q99013, 2, 2
269062, 2, 2
269063, 2, 2
269064, 2, 2
269065, 2, 2
269066, 2, 2
269067, 2, 2
019010, 1, 2
K59024, 2, 2
K59025, 2, 2
K59026, 2, 2
K59027, 2, 2
P19073, 2, 2
P19042, 2, 2
369104, 1, 2
T69004, 2, 2
T69005, 2, 2
369077, 2, 2
369078, 2, 2
Y29003, 2, 2
Y29004, 2, 2
319158, 2, 2
D79108, 1, 2
J29037, 1, 2
21A129, 1, 2
J29064, 1, 2
J29065, 1, 2
J29067, 1, 2
J29068, 1, 2
J29072, 1, 2
J29073, 1, 2
J29074, 1, 2
J29075, 1, 2
J29077, 1, 2
J29078, 1, 2
J29079, 1, 2
J29080, 1, 2
J29081, 1, 2
J29082, 1, 2
J29083, 1, 2
J29084, 1, 2
J29085, 1, 2
J29086, 1, 2
J29087, 1, 2
J29088, 1, 2
J29089, 1, 2
J29090, 1, 2
G99031, 1, 2
G99032, 1, 2
G99033, 1, 2
G99034, 1, 2
G99035, 1, 2
G99036, 1, 2
G99037, 1, 2
G99038, 1, 2
G99040, 1, 2
G99041, 1, 2
G99042, 1, 2
G99043, 1, 2
G99044, 1, 2
G99045, 1, 2
G99046, 1, 2
G99047, 1, 2
G99048, 1, 2
G99049, 1, 2
G99050, 1, 2
G99051, 1, 2
G99052, 1, 2
G89001, 2, 2
G49058, 2, 2
G49059, 1, 2
G49060, 1, 2
229005, 2, 2
289010, 2, 2
371, 2, 2
D59018, 2, 2
D59019, 2, 2
G99135, 2, 2
G99056, 1, 2
G99057, 1, 2
G99058, 1, 2
G99122, 2, 2
369035, 2, 2
300141, 2, 2
579110, 2, 2
F69055, 1, 2
I19030, 2, 2
819042, 2, 2
D59067, 2, 2
439034, 2, 2
J99019, 1, 2
G99023, 2, 2
A415, 1, 2
A416, 1, 2
A419, 1, 2
A421, 1, 2
899029, 2, 2
899030, 2, 2
C19048, 2, 2
859087, 2, 2
319167, 2, 2
319168, 2, 2
0454, 2, 2
859084, 2, 2
A49020, 1, 2
989067, 2, 2
989084, 1, 2
300047, 1, 2
2283, 1, 2
2426, 2, 2
2427, 2, 2
529104, 1, 1
529111, 1, 1
729004, 1, 1
709029, 1, 1
789020, 1, 1
709051, 1, 1
529064, 1, 1
509015, 1, 1
529107, 1, 1
299175, 1, 1
459120, 1, 1
1142, 1, 1
459137, 1, 1
449143, 1, 1
449134, 1, 1
459217, 1, 1
459304, 1, 1
459305, 1, 1
419007, 1, 1
459325, 1, 1
449173, 1, 1
269035, 1, 1
1340, 1, 1
159068, 1, 1
129021, 1, 1
129085, 1, 1
159006, 1, 1
159007, 1, 1
159009, 1, 1
159010, 1, 1
159011, 1, 1
159012, 1, 1
159013, 1, 1
159014, 1, 1
159016, 1, 1
159017, 1, 1
159020, 1, 1
159021, 1, 1
159023, 1, 1
159024, 1, 1
159025, 1, 1
159030, 1, 1
159046, 1, 1
8103, 1, 1
8104, 1, 1
8102, 1, 1
179157, 1, 1
069092, 1, 1
129035, 1, 1
129036, 1, 1
129037, 1, 1
129038, 1, 1
129039, 1, 1
129040, 1, 1
129041, 1, 1
129043, 1, 1
269048, 1, 1
269049, 1, 1
269050, 1, 1
269070, 1, 1
279045, 1, 1
279046, 1, 1
279055, 1, 1
439026, 1, 1
0988, 1, 1
269037, 1, 1
21A026, 1, 1
V69001, 1, 1
V69002, 1, 1
179220, 1, 1
4314, 1, 1
3815, 1, 1
41114, 1, 1
019009, 1, 1
839016, 1, 1
319180, 1, 1
X19022, 1, 1
969086, 1, 1
969087, 1, 1
969088, 1, 1
929016, 1, 1
839011, 1, 1
839012, 1, 1
839013, 1, 1
839014, 1, 1
839015, 1, 1
319251, 1, 1
319252, 1, 1
319253, 1, 1
319254, 1, 1
319255, 1, 1
319256, 1, 1
319257, 1, 1
319258, 1, 1
319259, 1, 1
319260, 1, 1
319261, 1, 1
319262, 1, 1
319263, 1, 1
319264, 1, 1
049001, 1, 1
3829, 1, 1
3830, 1, 1
21A066, 1, 1
21A067, 1, 1
21A068, 1, 1
21A069, 1, 1
21A070, 1, 1
21A072, 1, 1
21A073, 1, 1
21A080, 1, 1
21A081, 1, 1
839007, 1, 1
839008, 1, 1
839009, 1, 1
839010, 1, 1
839001, 1, 1
839002, 1, 1
839003, 1, 1
839004, 1, 1
839005, 1, 1
339115, 1, 1
339118, 1, 1
369049, 1, 1
369062, 1, 1
069012, 1, 1
069013, 1, 1
21A091, 1, 1
21A092, 1, 1
21A093, 1, 1
21A094, 1, 1
21A095, 1, 1
21A096, 1, 1
W49027, 1, 1
W49029, 1, 1
W49030, 1, 1
W49031, 1, 1
W49033, 1, 1
W49034, 1, 1
W49035, 1, 1
W49036, 1, 1
W49037, 1, 1
W49038, 1, 1
W49039, 1, 1
W49040, 1, 1
W49042, 1, 1
W49045, 1, 1
P19013, 1, 1
369009, 1, 1
369047, 1, 1
K59033, 1, 1
319193, 1, 1
3404, 1, 1
729003, 1, 1
L69005, 1, 1
279029, 1, 1
279030, 1, 1
K59034, 1, 1
559137, 1, 1
K59030, 1, 1
369110, 1, 1
879002, 1, 1
4308, 1, 1
529004, 1, 1
529005, 1, 1
529010, 1, 1
529011, 1, 1
529012, 1, 1
529015, 1, 1
529019, 1, 1
529021, 1, 1
529028, 1, 1
529030, 1, 1
529043, 1, 1
P19034, 1, 1
P19035, 1, 1
P19036, 1, 1
K89008, 1, 1
K89007, 1, 1
K89006, 1, 1
K89005, 1, 1
369079, 1, 1
E19075, 1, 1
E19076, 1, 1
E19077, 1, 1
E19078, 1, 1
J29063, 1, 1
019019, 1, 1
E19079, 1, 1
G69008, 1, 1
D29002, 1, 1
D29003, 1, 1
D29004, 1, 1
D29005, 1, 1
D59062, 1, 1
300162, 1, 1
369059, 1, 1
I49010, 1, 1
J99017, 1, 1
0127, 1, 1
579001, 1, 1
579002, 1, 1
579003, 1, 1
579004, 1, 1
579005, 1, 1
579006, 1, 1
579007, 1, 1
579008, 1, 1
579009, 1, 1
E19154, 1, 1
1994, 1, 1
1457, 1, 1
049038, 1, 1
049039, 1, 1
049040, 1, 1
049041, 1, 1
2263, 1, 1
21A205, 1, 1
21A204, 1, 1
229070, 1, 1
J99018, 1, 1
G99055, 1, 1
J99009, 1, 1
1108, 1, 1
I89003, 1, 1
I89004, 1, 1
F39012, 1, 1
D79003, 1, 1
D79004, 1, 1
D79005, 1, 1
D79006, 1, 1
D79007, 1, 1
D79008, 1, 1
D79009, 1, 1
D79010, 1, 1
D79011, 1, 1
D79012, 1, 1
D79013, 1, 1
D79014, 1, 1
D79015, 1, 1
D79016, 1, 1
D79017, 1, 1
D79018, 1, 1
D79019, 1, 1
D79020, 1, 1
D79021, 1, 1
D79022, 1, 1
D79023, 1, 1
D79024, 1, 1
D79025, 1, 1
D79026, 1, 1
D79027, 1, 1
D79028, 1, 1
D79029, 1, 1
D79035, 1, 1
D79039, 1, 1
D79040, 1, 1
D79042, 1, 1
D79043, 1, 1
D79044, 1, 1
D79045, 1, 1
D79047, 1, 1
I19014, 1, 1
F99001, 1, 1
J29038, 1, 1
I49016, 1, 1
199112, 1, 1
G99137, 1, 1
G99138, 1, 1
G99139, 1, 1
G99140, 1, 1
G99141, 1, 1
G99142, 1, 1
G99143, 1, 1
G99144, 1, 1
G99145, 1, 1
G99146, 1, 1
G99147, 1, 1
G99148, 1, 1
G99149, 1, 1
G99150, 1, 1
579063, 1, 1
F69031, 1, 1
579039, 1, 1
579040, 1, 1
579041, 1, 1
579042, 1, 1
579043, 1, 1
1847, 1, 1
369034, 1, 1
2428, 1, 1
J29102, 1, 1
J29103, 1, 1
J99030, 1, 1
J99031, 1, 1
J99020, 1, 1
J99021, 1, 1
G99028, 1, 1
G99091, 1, 1
E49034, 1, 1
019030, 1, 1
019031, 1, 1
459142, 1, 1
559161, 1, 1
559016, 1, 1
F39042, 1, 1
669036, 1, 1
I29025, 1, 1
G99126, 1, 1
G99125, 1, 1
G99130, 1, 1
G99074, 1, 1
F39004, 1, 1
779032, 1, 1
779033, 1, 1
779034, 1, 1
779035, 1, 1
C39001, 1, 1
859021, 1, 1
859023, 1, 1
859025, 1, 1
989021, 1, 1
C19098, 1, 1
1917, 1, 1
2155, 1, 1
21A217, 1, 1
21A218, 1, 1
21A233, 1, 1
909036, 1, 1
21A036, 1, 1
729022, 1, 1
729023, 1, 1
729024, 1, 1
729025, 1, 1
729026, 1, 1
C29004, 1, 1
C29020, 1, 1
C29021, 1, 1
C29022, 1, 1
C29023, 1, 1
C29024, 1, 1
C29025, 1, 1
C29026, 1, 1
C29027, 1, 1
C29005, 1, 1
C29006, 1, 1
C29007, 1, 1
C29008, 1, 1
C29009, 1, 1
C29010, 1, 1
C29011, 1, 1
C29012, 1, 1
C29013, 1, 1
C29014, 1, 1
C29015, 1, 1
C29016, 1, 1
C29017, 1, 1
C29018, 1, 1
C29019, 1, 1
C29050, 1, 1
C29051, 1, 1
C29052, 1, 1
C29053, 1, 1
C29054, 1, 1
C29055, 1, 1
C29056, 1, 1
C29057, 1, 1
C29058, 1, 1
C29059, 1, 1
C29060, 1, 1
C29061, 1, 1
979058, 1, 1
979060, 1, 1
979067, 1, 1
A69002, 1, 1
A69003, 1, 1
A69004, 1, 1
A69006, 1, 1
A69007, 1, 1
200001, 1, 1
21A020, 1, 1
